Order Number;Order Line;Outlet;Part;Creation Date;Requested Date;Shipped Date;Requested Quantity;Shipped Quantity
Order_5145;4;2;3PV59838098006F;01.07.2017 00:00;01.07.2017;05.07.2017;2;2
Order_5146;8;2;1QC78533087597D;03.07.2017 00:00;03.07.2017;12.07.2017;7;7
Order_5147;3;2;2GS42340470239W;30.06.2017 00:00;30.06.2017;02.07.2017;3;3
Order_5148;2;2;7UI86399152671N;05.07.2017 00:00;05.07.2017;15.07.2017;7;7
Order_5149;2;2;4ZS86199242686T;07.07.2017 00:00;07.07.2017;10.07.2017;1;1
Order_5150;2;2;8WE83858329899J;25.06.2017 00:00;25.06.2017;25.06.2017;1;1
Order_5151;1;2;10TX82022826768M;01.07.2017 00:00;01.07.2017;01.07.2017;2;2
Order_5152;1;2;6ZS40510410836G;27.06.2017 00:00;27.06.2017;05.07.2017;2;2
Order_5153;1;2;2XV79843106330G;01.07.2017 00:00;01.07.2017;01.07.2017;2;2
Order_5154;1;2;7WL79516383980X;07.07.2017 00:00;07.07.2017;07.07.2017;1;1
Order_5155;2;2;2XV79843106330G;27.06.2017 00:00;27.06.2017;27.06.2017;6;6
Order_5156;3;2;2XV79843106330G;05.07.2017 00:00;05.07.2017;06.07.2017;9;9
Order_5157;3;2;2YJ13060377870Z;02.07.2017 00:00;02.07.2017;03.07.2017;6;6
Order_5158;3;2;1KL19010952510G;28.06.2017 00:00;28.06.2017;28.06.2017;2;2
Order_5158;5;2;4PZ69986405913K;10.07.2017 00:00;10.07.2017;10.07.2017;1;1
Order_5158;6;2;2YJ13060377870Z;07.07.2017 00:00;07.07.2017;09.07.2017;7;7
Order_5159;1;2;8WV81451019554K;06.07.2017 00:00;06.07.2017;06.07.2017;1;1
Order_5160;2;2;3LX36135773883K;27.06.2017 00:00;27.06.2017;27.06.2017;2;2
Order_5161;1;2;10WA36607783292C;11.07.2017 00:00;11.07.2017;14.07.2017;2;2
Order_5162;2;2;8OA45793748518T;12.07.2017 00:00;12.07.2017;12.07.2017;1;1
Order_5163;3;2;7OY13140251524B;05.07.2017 00:00;05.07.2017;05.07.2017;21;21
Order_5164;5;2;7OY13140251524B;04.07.2017 00:00;04.07.2017;21.07.2017;37;37
Order_5165;1;2;9BR66246958359T;10.07.2017 00:00;10.07.2017;11.07.2017;2;2
Order_5165;4;2;3XD69075997658D;05.07.2017 00:00;05.07.2017;06.07.2017;2;2
Order_5165;6;2;8SN13915618953F;04.07.2017 00:00;04.07.2017;05.07.2017;1;1
Order_5165;7;2;5UD65460482937F;04.07.2017 00:00;04.07.2017;05.07.2017;1;1
Order_5165;8;2;1VS81180360299M;29.06.2017 00:00;29.06.2017;30.06.2017;1;1
Order_5166;3;2;10SO55529479938E;03.07.2017 00:00;03.07.2017;03.07.2017;2;2
Order_5166;9;2;3LH38902604243H;09.07.2017 00:00;09.07.2017;09.07.2017;1;1
Order_5167;1;2;1LS78852467242K;03.07.2017 00:00;03.07.2017;03.07.2017;4;4
Order_5168;1;2;9DD82317978673E;04.07.2017 00:00;04.07.2017;04.07.2017;1;1
Order_5169;7;2;1ZP28896264361L;09.07.2017 00:00;09.07.2017;17.07.2017;1;1
Order_5169;11;2;6VJ74411086134J;10.07.2017 00:00;10.07.2017;14.07.2017;2;2
Order_5170;3;2;2YJ13060377870Z;04.07.2017 00:00;04.07.2017;08.07.2017;2;2
Order_5171;2;2;5RX85625157259F;07.07.2017 00:00;07.07.2017;07.07.2017;1;1
Order_5172;2;2;6EE83218026603L;05.07.2017 00:00;05.07.2017;06.07.2017;2;2
Order_5173;2;2;1JN38205197645I;15.07.2017 00:00;15.07.2017;15.07.2017;2;2
Order_5174;1;2;3VS56013880201K;08.07.2017 00:00;08.07.2017;08.07.2017;39;39
Order_5175;1;2;7ER14589658799V;13.07.2017 00:00;13.07.2017;14.07.2017;1;1
Order_5176;2;2;6VJ74411086134J;11.07.2017 00:00;11.07.2017;11.07.2017;1;1
Order_5177;1;2;8YN51680782312C;13.07.2017 00:00;13.07.2017;13.07.2017;3;3
Order_5178;1;2;10FH43083322621G;14.07.2017 00:00;14.07.2017;14.07.2017;2;2
Order_5179;1;2;10YD72608336689H;05.07.2017 00:00;05.07.2017;05.07.2017;6;6
Order_5180;2;2;5DG98783853149R;09.07.2017 00:00;09.07.2017;09.07.2017;5;5
Order_5180;3;2;2KL80381000977A;05.07.2017 00:00;05.07.2017;05.07.2017;7.2;7.2
Order_5181;2;2;3PN47687881623Z;07.07.2017 00:00;07.07.2017;07.07.2017;1;1
Order_5182;1;2;9QA73561375619Q;18.07.2017 00:00;18.07.2017;18.07.2017;1;1
Order_5183;1;2;8KI99727543461R;14.07.2017 00:00;14.07.2017;14.07.2017;6;6
Order_5184;1;2;9SA74368468754Y;10.07.2017 00:00;10.07.2017;10.07.2017;0;0
Order_5185;2;2;5XP69515458447B;17.07.2017 00:00;17.07.2017;17.07.2017;1;1
Order_5186;3;2;8XO27812393552T;12.07.2017 00:00;12.07.2017;25.07.2017;2;2
Order_5187;1;2;6XG91527494705I;16.07.2017 00:00;16.07.2017;21.07.2017;13;13
Order_5188;2;2;10HV68699525208Z;11.07.2017 00:00;11.07.2017;11.07.2017;2;2
Order_5189;3;2;9JL12920182667Q;13.07.2017 00:00;13.07.2017;13.07.2017;2;2
Order_5190;2;2;8AK72603777054N;09.07.2017 00:00;09.07.2017;23.07.2017;6;6
Order_5191;1;2;9SU49478967435Q;18.07.2017 00:00;18.07.2017;20.07.2017;6;6
Order_5192;2;2;1GN92957904696W;22.07.2017 00:00;22.07.2017;22.07.2017;2;2
Order_5192;3;2;7ZQ67220912358F;22.07.2017 00:00;22.07.2017;31.07.2017;1;1
Order_5193;2;2;6NY77570350278X;24.07.2017 00:00;24.07.2017;24.07.2017;2;2
Order_5194;1;2;7LK73983263016O;20.07.2017 00:00;20.07.2017;20.07.2017;2;2
Order_5195;2;2;7WL79516383980X;16.07.2017 00:00;16.07.2017;16.07.2017;2;2
Order_5196;1;2;3AY77104583130G;13.07.2017 00:00;13.07.2017;13.07.2017;1;1
Order_5197;3;2;9TZ23479641614Z;20.07.2017 00:00;20.07.2017;24.07.2017;2;2
Order_5197;5;2;2DS35615142379C;24.07.2017 00:00;24.07.2017;24.07.2017;1;1
Order_5198;2;2;10LZ39158065316F;19.07.2017 00:00;19.07.2017;19.07.2017;2;2
Order_5199;1;2;10DZ33560530676D;14.07.2017 00:00;14.07.2017;14.07.2017;-3;-3
Order_5200;4;2;4PZ69986405913K;03.07.2017 00:00;03.07.2017;04.07.2017;0;0
Order_5201;1;2;5PO81004911381A;25.07.2017 00:00;25.07.2017;26.07.2017;1;1
Order_5202;1;2;7EO33911165062I;16.07.2017 00:00;16.07.2017;18.07.2017;2;2
Order_5203;1;2;6KO56864165731R;26.07.2017 00:00;26.07.2017;29.07.2017;1;1
Order_5204;1;2;2YJ13060377870Z;21.07.2017 00:00;21.07.2017;31.07.2017;8;8
Order_5205;5;2;6NY77570350278X;02.08.2017 00:00;02.08.2017;02.08.2017;13;13
Order_5206;5;2;10KV67557837991N;24.07.2017 00:00;24.07.2017;24.07.2017;2;2
Order_5207;1;2;6UY71770594768B;28.07.2017 00:00;28.07.2017;03.08.2017;1;1
Order_5208;1;2;7UI86399152671N;27.07.2017 00:00;27.07.2017;27.07.2017;1;1
Order_5209;3;2;3CE77705672107H;18.07.2017 00:00;18.07.2017;18.07.2017;2;2
Order_5210;7;2;10YB36468431387S;28.07.2017 00:00;28.07.2017;28.07.2017;2;2
Order_5211;2;2;9MG65493105630G;02.08.2017 00:00;02.08.2017;02.08.2017;2;2
Order_5212;3;2;7GN13026670588Z;25.07.2017 00:00;25.07.2017;25.07.2017;8;8
Order_5213;2;2;1PM10580964790J;21.07.2017 00:00;21.07.2017;21.07.2017;3;3
Order_5213;9;2;3CE12293456735Y;27.07.2017 00:00;27.07.2017;27.07.2017;4;4
Order_5213;11;2;1PM10580964790J;01.08.2017 00:00;01.08.2017;01.08.2017;4;4
Order_5214;9;2;4PZ69986405913K;22.07.2017 00:00;22.07.2017;24.07.2017;1;1
Order_5214;12;2;1NA79155713572M;22.07.2017 00:00;22.07.2017;24.07.2017;2;2
Order_5215;3;2;7KD85134404062H;26.07.2017 00:00;26.07.2017;26.07.2017;5;5
Order_5215;11;2;3PN47687881623Z;23.07.2017 00:00;23.07.2017;23.07.2017;1;1
Order_5216;9;2;8WE83858329899J;01.08.2017 00:00;01.08.2017;01.08.2017;2;2
Order_5217;1;2;2AX84712524036K;03.08.2017 00:00;03.08.2017;03.08.2017;2;2
Order_5218;2;2;1FI96191977903C;07.08.2017 00:00;07.08.2017;07.08.2017;2;2
Order_5219;1;2;2YJ13060377870Z;25.07.2017 00:00;25.07.2017;25.07.2017;1;1
Order_5220;3;2;3WH74950359379X;01.08.2017 00:00;01.08.2017;08.08.2017;1;1
Order_5221;1;2;6TT73995321557S;26.07.2017 00:00;26.07.2017;27.07.2017;2;2
Order_5221;2;2;3MR76872148282C;04.08.2017 00:00;04.08.2017;05.08.2017;1;1
Order_5222;1;2;7KD85134404062H;07.08.2017 00:00;07.08.2017;07.08.2017;2;2
Order_5223;1;2;5CJ96717561901W;09.08.2017 00:00;09.08.2017;09.08.2017;2;2
Order_5224;1;2;2VB51985471495P;28.07.2017 00:00;28.07.2017;28.07.2017;0;0
Order_5225;1;2;7UI86399152671N;03.08.2017 00:00;03.08.2017;03.08.2017;1;1
Order_5226;1;2;7UI86399152671N;29.07.2017 00:00;29.07.2017;29.07.2017;1;1
Order_5227;3;2;1UZ62471649914V;01.08.2017 00:00;01.08.2017;04.08.2017;1;1
Order_5228;4;2;4EA58012301721X;11.08.2017 00:00;11.08.2017;11.08.2017;1;1
Order_5229;1;2;9KM91784002691U;26.07.2017 00:00;26.07.2017;03.08.2017;2;2
Order_5230;1;2;5CI24707263584Z;31.07.2017 00:00;31.07.2017;04.08.2017;2;2
Order_5231;3;2;8WE83858329899J;14.08.2017 00:00;14.08.2017;14.08.2017;2;2
Order_5232;1;2;6AH32605719143U;14.08.2017 00:00;14.08.2017;14.08.2017;2;2
Order_5233;3;2;1KL19010952510G;04.08.2017 00:00;04.08.2017;10.08.2017;2;2
Order_5234;3;2;1GN92957904696W;11.08.2017 00:00;11.08.2017;11.08.2017;2;2
Order_5235;2;2;7UI86399152671N;03.08.2017 00:00;03.08.2017;03.08.2017;2;2
Order_5236;1;2;6AE60180205852L;17.08.2017 00:00;17.08.2017;17.08.2017;1;1
Order_5237;2;2;2CG15479205640M;11.08.2017 00:00;13.08.2017;13.08.2017;1;1
Order_5238;3;2;8RX85342792371J;17.08.2017 00:00;17.08.2017;17.08.2017;5;5
Order_5238;4;2;10KV67557837991N;10.08.2017 00:00;10.08.2017;10.08.2017;6;6
Order_5239;3;2;2GS55289964768T;15.08.2017 00:00;15.08.2017;15.08.2017;2;2
Order_5240;1;2;6IC46744902093P;17.08.2017 00:00;17.08.2017;17.08.2017;2;2
Order_5241;1;2;7PB47884320096R;19.08.2017 00:00;19.08.2017;19.08.2017;4;4
Order_5242;5;2;3FQ30300839966K;12.08.2017 00:00;12.08.2017;12.08.2017;1;1
Order_5243;6;2;3FQ30300839966K;13.08.2017 00:00;13.08.2017;14.08.2017;2;2
Order_5244;1;2;1BF28284551308G;10.08.2017 00:00;10.08.2017;10.08.2017;10;10
Order_5244;2;2;8PW78852457550Q;14.08.2017 00:00;14.08.2017;14.08.2017;15;15
Order_5245;2;2;10SO55529479938E;17.08.2017 00:00;17.08.2017;17.08.2017;1;1
Order_5246;2;2;4XQ96417369914M;23.08.2017 00:00;23.08.2017;23.08.2017;7;7
Order_5247;1;2;2YJ13060377870Z;14.08.2017 00:00;14.08.2017;14.08.2017;4;4
Order_5248;2;2;1ZJ54169792849I;20.08.2017 00:00;20.08.2017;24.08.2017;1;1
Order_5249;3;2;4PZ69986405913K;21.08.2017 00:00;21.08.2017;30.08.2017;2;2
Order_5249;8;2;8WE83858329899J;14.08.2017 00:00;14.08.2017;23.08.2017;6;6
Order_5250;1;2;3OB35915287851N;21.08.2017 00:00;21.08.2017;21.08.2017;1;1
Order_5251;1;2;10RP50888643240K;21.08.2017 00:00;21.08.2017;21.08.2017;1;1
Order_5252;1;2;1KM40225642648J;23.08.2017 00:00;23.08.2017;24.08.2017;2;2
Order_5253;3;2;8SW68295274948Z;19.08.2017 00:00;19.08.2017;01.09.2017;0;0
Order_5254;1;2;2EW96796935095R;22.08.2017 00:00;22.08.2017;22.08.2017;1;1
Order_5254;2;2;1KL19010952510G;26.08.2017 00:00;26.08.2017;26.08.2017;1;1
Order_5255;1;2;10RP50888643240K;23.08.2017 00:00;23.08.2017;24.08.2017;5;5
Order_5256;1;2;2WV57427527373L;26.08.2017 00:00;26.08.2017;26.08.2017;12;12
Order_5257;3;2;2GS42340470239W;31.08.2017 00:00;31.08.2017;03.09.2017;1;1
Order_5258;1;2;7KD85134404062H;19.08.2017 00:00;19.08.2017;19.08.2017;1;1
Order_5259;5;2;6GJ75357389228J;31.08.2017 00:00;31.08.2017;31.08.2017;2;2
Order_5259;10;2;6ED30461267540G;27.08.2017 00:00;29.08.2017;29.08.2017;2;2
Order_5260;1;2;8SL81316346294V;28.08.2017 00:00;28.08.2017;28.08.2017;1;1
Order_5261;2;2;4IL54821095222G;25.08.2017 00:00;25.08.2017;04.09.2017;1;1
Order_5262;4;2;6ZH59997211164K;29.08.2017 00:00;29.08.2017;02.09.2017;2;2
Order_5263;1;2;1FZ63005015682S;21.08.2017 00:00;21.08.2017;29.08.2017;1;1
Order_5264;1;2;10SO55529479938E;28.08.2017 00:00;28.08.2017;28.08.2017;2;2
Order_5265;1;2;3KY26874564258E;30.08.2017 00:00;30.08.2017;03.09.2017;2;2
Order_5266;1;2;10RP50888643240K;29.08.2017 00:00;29.08.2017;29.08.2017;-2;-2
Order_5267;3;2;7WL79516383980X;31.08.2017 00:00;31.08.2017;31.08.2017;2;2
Order_5267;5;2;8PW78852457550Q;12.09.2017 00:00;12.09.2017;12.09.2017;10;10
Order_5268;1;2;9SA74368468754Y;10.09.2017 00:00;10.09.2017;10.09.2017;1;1
Order_5269;2;2;8SW68295274948Z;02.09.2017 00:00;02.09.2017;02.09.2017;0;0
Order_5269;4;2;1KL19010952510G;10.09.2017 00:00;10.09.2017;16.09.2017;1;1
Order_5269;8;2;10YB36468431387S;03.09.2017 00:00;03.09.2017;03.09.2017;1;1
Order_5269;14;2;1KL19010952510G;07.09.2017 00:00;07.09.2017;12.09.2017;0;0
Order_5269;21;2;2DS35615142379C;07.09.2017 00:00;08.09.2017;08.09.2017;2;2
Order_5269;22;2;3NQ92029249965G;07.09.2017 00:00;08.09.2017;08.09.2017;1.7;1.7
Order_5270;2;2;2YJ13060377870Z;03.09.2017 00:00;03.09.2017;04.09.2017;3;3
Order_5271;1;2;6WE97176344271X;09.09.2017 00:00;09.09.2017;19.09.2017;2;2
Order_5272;6;2;8RX85342792371J;15.09.2017 00:00;15.09.2017;19.09.2017;1;1
Order_5272;8;2;10KV67557837991N;08.09.2017 00:00;08.09.2017;15.09.2017;8;8
Order_5273;2;2;9ZG72938324674F;07.09.2017 00:00;07.09.2017;12.09.2017;1;1
Order_5274;2;2;2YJ13060377870Z;15.09.2017 00:00;15.09.2017;15.09.2017;0;0
Order_5275;6;2;10YB36468431387S;09.09.2017 00:00;09.09.2017;09.09.2017;1;1
Order_5276;1;2;2YJ13060377870Z;12.09.2017 00:00;12.09.2017;12.09.2017;2;2
Order_5277;1;2;6WE97176344271X;17.09.2017 00:00;17.09.2017;17.09.2017;2;2
Order_5278;1;2;6IC46744902093P;09.09.2017 00:00;09.09.2017;09.09.2017;2;2
Order_5279;1;2;9SU49478967435Q;10.09.2017 00:00;10.09.2017;17.09.2017;2;2
Order_5280;2;2;9EI16349626244J;13.09.2017 00:00;13.09.2017;13.09.2017;5;5
Order_5281;3;2;1DC49210121121D;10.09.2017 00:00;10.09.2017;10.09.2017;7;7
Order_5282;2;2;1ZJ54169792849I;18.09.2017 00:00;18.09.2017;18.09.2017;2;2
Order_5283;1;2;9DD82317978673E;13.09.2017 00:00;13.09.2017;21.09.2017;2;2
Order_5284;1;2;7AI25956858087U;14.09.2017 00:00;14.09.2017;14.09.2017;2;2
Order_5285;2;2;7LF15271447185F;23.09.2017 00:00;23.09.2017;23.09.2017;1;1
Order_5286;1;2;6WC39786352832S;21.09.2017 00:00;21.09.2017;28.09.2017;5;5
Order_5286;4;2;1KL19010952510G;12.09.2017 00:00;12.09.2017;22.09.2017;3;3
Order_5287;3;2;10SO55529479938E;24.09.2017 00:00;24.09.2017;24.09.2017;1;1
Order_5287;4;2;3LH38902604243H;18.09.2017 00:00;18.09.2017;18.09.2017;1;1
Order_5288;1;2;4WE87176234401Y;24.09.2017 00:00;24.09.2017;30.09.2017;2;2
Order_5289;1;2;3GQ37764394723O;20.09.2017 00:00;20.09.2017;29.09.2017;2;2
Order_5290;2;2;1KL19010952510G;21.09.2017 00:00;21.09.2017;21.09.2017;2;2
Order_5290;5;2;2NL91108307352K;26.09.2017 00:00;26.09.2017;05.10.2017;1;1
Order_5291;2;2;4PZ69986405913K;19.09.2017 00:00;19.09.2017;19.09.2017;1;1
Order_5292;1;2;9RW19498940631I;23.09.2017 00:00;23.09.2017;23.09.2017;1;1
Order_5293;2;2;8HV85267826023O;28.09.2017 00:00;28.09.2017;28.09.2017;2;2
Order_5294;4;2;1ZD50994394279Q;16.09.2017 00:00;16.09.2017;21.09.2017;2;2
Order_5294;6;2;6VZ19735420464X;23.09.2017 00:00;23.09.2017;27.09.2017;1;1
Order_5294;7;2;9QE10277209867J;25.09.2017 00:00;25.09.2017;30.09.2017;2;2
Order_5294;8;2;9BG82968117255K;15.09.2017 00:00;15.09.2017;20.09.2017;1;1
Order_5295;1;2;8KI99727543461R;26.09.2017 00:00;26.09.2017;26.09.2017;2;2
Order_5296;1;2;5QM70942184856H;24.09.2017 00:00;24.09.2017;02.10.2017;2;2
Order_5296;3;2;1BM79138840728A;17.09.2017 00:00;17.09.2017;25.09.2017;2;2
Order_5296;6;2;3ON31336697199K;25.09.2017 00:00;25.09.2017;09.10.2017;2;2
Order_5296;12;2;1LS20326723627E;24.09.2017 00:00;24.09.2017;02.10.2017;1;1
Order_5297;1;2;5DG74910434097B;21.09.2017 00:00;21.09.2017;21.09.2017;1;1
Order_5298;1;2;7UI86399152671N;18.09.2017 00:00;18.09.2017;18.09.2017;1;1
Order_5299;1;2;7CR56091822678E;22.09.2017 00:00;22.09.2017;22.09.2017;1;1
Order_5300;1;2;2ZD49743873661Q;15.09.2017 00:00;15.09.2017;23.09.2017;2;2
Order_5301;5;2;1ZJ54169792849I;22.09.2017 00:00;22.09.2017;22.09.2017;2;2
Order_5302;3;2;10KV67557837991N;28.09.2017 00:00;28.09.2017;28.09.2017;1;1
Order_5303;1;2;6WC39786352832S;01.10.2017 00:00;01.10.2017;07.10.2017;2;2
Order_5304;1;2;10FH38637925900D;21.09.2017 00:00;21.09.2017;27.09.2017;1;1
Order_5305;2;2;8WE83858329899J;05.10.2017 00:00;05.10.2017;05.10.2017;2;2
Order_5306;1;2;2YJ13060377870Z;22.09.2017 00:00;22.09.2017;22.09.2017;1;1
Order_5307;2;2;9BB71218385038A;05.10.2017 00:00;05.10.2017;05.10.2017;2;2
Order_5308;1;2;7UI86399152671N;27.09.2017 00:00;27.09.2017;27.09.2017;2;2
Order_5309;14;2;8WS27172374898N;30.09.2017 00:00;30.09.2017;01.10.2017;2;2
Order_5310;1;2;6CN16596035437P;28.09.2017 00:00;28.09.2017;28.09.2017;1;1
Order_5311;1;2;2YJ13060377870Z;04.10.2017 00:00;04.10.2017;04.10.2017;7;7
Order_5312;2;2;7VE66942792209N;29.09.2017 00:00;29.09.2017;30.09.2017;8;8
Order_5312;5;2;4BW89335777366E;28.09.2017 00:00;28.09.2017;07.10.2017;3;3
Order_5313;2;2;8WE83858329899J;29.09.2017 00:00;29.09.2017;01.10.2017;2;2
Order_5314;1;2;3ZE71453411785M;30.09.2017 00:00;30.09.2017;30.09.2017;1;1
Order_5314;3;2;9SU49478967435Q;07.10.2017 00:00;07.10.2017;07.10.2017;1;1
Order_5315;1;2;8WV81451019554K;08.10.2017 00:00;08.10.2017;08.10.2017;4;4
Order_5315;2;2;7UI86399152671N;07.10.2017 00:00;07.10.2017;07.10.2017;2;2
Order_5316;2;2;9CW51180548079X;13.10.2017 00:00;13.10.2017;13.10.2017;1;1
Order_5317;1;2;4BE58474298543N;04.10.2017 00:00;04.10.2017;12.10.2017;1;1
Order_5317;8;2;10KV67557837991N;04.10.2017 00:00;04.10.2017;04.10.2017;6;6
Order_5318;4;2;10TC52557647378J;16.10.2017 00:00;16.10.2017;16.10.2017;2;2
Order_5319;2;2;8XB76584829115D;10.10.2017 00:00;10.10.2017;13.10.2017;2;2
Order_5319;3;2;4DP79230565166R;10.10.2017 00:00;10.10.2017;10.10.2017;1;1
Order_5320;1;2;10ZG22912691709X;05.10.2017 00:00;05.10.2017;05.10.2017;2;2
Order_5321;2;2;10ZG22912691709X;16.10.2017 00:00;16.10.2017;18.10.2017;1;1
Order_5322;3;2;4SH30228552729L;16.10.2017 00:00;16.10.2017;17.10.2017;3;3
Order_5323;3;2;6QG51896122335N;06.10.2017 00:00;06.10.2017;06.10.2017;2;2
Order_5324;3;2;6WG18161712494A;16.10.2017 00:00;16.10.2017;21.10.2017;2;2
Order_5324;6;2;7NS21975762259D;15.10.2017 00:00;15.10.2017;20.10.2017;1;1
Order_5325;4;2;4TY55979461949D;14.10.2017 00:00;14.10.2017;15.10.2017;2;2
Order_5326;3;2;10SO55529479938E;08.10.2017 00:00;08.10.2017;08.10.2017;1;1
Order_5327;1;2;7UI86399152671N;12.10.2017 00:00;12.10.2017;13.10.2017;2;2
Order_5328;1;2;8IC68903931008L;16.10.2017 00:00;16.10.2017;23.10.2017;2;2
Order_5328;2;2;6NQ80204507457A;16.10.2017 00:00;16.10.2017;16.10.2017;1;1
Order_5329;4;2;7UI86399152671N;10.10.2017 00:00;10.10.2017;10.10.2017;2;2
Order_5330;2;2;2AX84712524036K;17.10.2017 00:00;17.10.2017;17.10.2017;2;2
Order_5331;9;2;7QX89986731518L;15.10.2017 00:00;15.10.2017;16.10.2017;15;15
Order_5332;4;2;6DC56652776590H;22.10.2017 00:00;22.10.2017;23.10.2017;1;1
Order_5333;3;2;8WL44492593859N;22.10.2017 00:00;22.10.2017;22.10.2017;2;2
Order_5334;1;2;4PZ69986405913K;14.10.2017 00:00;14.10.2017;14.10.2017;2;2
Order_5334;3;2;1KL19010952510G;19.10.2017 00:00;19.10.2017;19.10.2017;6;6
Order_5335;1;2;2SH47766946026S;22.10.2017 00:00;22.10.2017;22.10.2017;2;2
Order_5335;2;2;10KV67557837991N;13.10.2017 00:00;13.10.2017;13.10.2017;3;3
Order_5336;2;2;10ZG22912691709X;13.10.2017 00:00;13.10.2017;13.10.2017;2;2
Order_5337;2;2;8WE83858329899J;12.10.2017 00:00;12.10.2017;12.10.2017;2;2
Order_5338;1;2;2XQ24079944818B;24.10.2017 00:00;24.10.2017;25.10.2017;2;2
Order_5339;1;2;4GY93005319664L;26.10.2017 00:00;26.10.2017;01.11.2017;1;1
Order_5340;1;2;9SP29716418527M;20.10.2017 00:00;20.10.2017;24.10.2017;56;56
Order_5341;1;2;2NL91108307352K;23.10.2017 00:00;23.10.2017;25.10.2017;1;1
Order_5342;2;2;1ZJ54169792849I;23.10.2017 00:00;23.10.2017;23.10.2017;1;1
Order_5343;1;2;8WE83858329899J;16.10.2017 00:00;16.10.2017;24.10.2017;1;1
Order_5344;7;2;1RQ35754921225V;16.10.2017 00:00;16.10.2017;16.10.2017;30;30
Order_5345;1;2;3GV82320369198C;19.10.2017 00:00;19.10.2017;19.10.2017;0;0
Order_5346;3;2;10KV67557837991N;25.10.2017 00:00;25.10.2017;25.10.2017;3;3
Order_5347;6;2;7UI86399152671N;27.10.2017 00:00;27.10.2017;27.10.2017;2;2
Order_5348;1;2;10SO55529479938E;22.10.2017 00:00;22.10.2017;22.10.2017;1;1
Order_5349;1;2;5CJ96717561901W;25.10.2017 00:00;25.10.2017;01.11.2017;12;12
Order_5350;1;2;7ID41351811486X;30.10.2017 00:00;30.10.2017;30.10.2017;1;1
Order_5351;3;2;7LM93207657323G;20.10.2017 00:00;20.10.2017;20.10.2017;11;11
Order_5352;1;2;10KP39274303501L;31.10.2017 00:00;31.10.2017;03.11.2017;1;1
Order_5353;1;2;10ZX66473793827Z;25.10.2017 00:00;25.10.2017;25.10.2017;1;1
Order_5354;1;2;2AX84712524036K;01.11.2017 00:00;01.11.2017;01.11.2017;1;1
Order_5355;1;2;7KD85134404062H;20.10.2017 00:00;20.10.2017;20.10.2017;1;1
Order_5356;1;2;2DR62480285896V;02.11.2017 00:00;02.11.2017;02.11.2017;8;8
Order_5357;2;2;2WV57427527373L;03.11.2017 00:00;03.11.2017;03.11.2017;8;8
Order_5358;1;2;10PB27660167807H;26.10.2017 00:00;26.10.2017;26.10.2017;10;10
Order_5359;2;2;9ZG72938324674F;28.10.2017 00:00;28.10.2017;02.11.2017;4;4
Order_5360;1;2;7KE10266759468B;04.11.2017 00:00;04.11.2017;04.11.2017;1;1
Order_5361;1;2;10AV66120893967D;23.10.2017 00:00;23.10.2017;23.10.2017;1;1
Order_5362;6;2;1KL19010952510G;27.10.2017 00:00;27.10.2017;27.10.2017;2;2
Order_5363;3;2;8WE83858329899J;05.11.2017 00:00;05.11.2017;05.11.2017;2;2
Order_5364;4;2;2GS42340470239W;28.10.2017 00:00;28.10.2017;28.10.2017;1;1
Order_5365;2;2;5OM46192671692T;28.10.2017 00:00;28.10.2017;28.10.2017;2;2
Order_5366;2;2;10ZA17117866375T;30.10.2017 00:00;30.10.2017;30.10.2017;5;5
Order_5367;2;2;8WE83858329899J;10.11.2017 00:00;10.11.2017;10.11.2017;2;2
Order_5368;3;2;1LS78852467242K;07.11.2017 00:00;07.11.2017;07.11.2017;10;10
Order_5369;1;2;10TC52557647378J;12.11.2017 00:00;12.11.2017;17.11.2017;2;2
Order_5370;2;2;2IY40257575152D;10.11.2017 00:00;10.11.2017;24.11.2017;7;7
Order_5371;1;2;9QA73561375619Q;09.11.2017 00:00;09.11.2017;09.11.2017;2;2
Order_5372;1;2;9QA73561375619Q;12.11.2017 00:00;12.11.2017;12.11.2017;1;1
Order_5372;3;2;7UI86399152671N;31.10.2017 00:00;14.11.2017;30.11.2017;0;0
Order_5373;3;2;7UI86399152671N;02.11.2017 00:00;02.11.2017;12.11.2017;2;2
Order_5374;4;2;3WH74950359379X;01.11.2017 00:00;01.11.2017;11.11.2017;2;2
Order_5375;1;2;8WE83858329899J;04.11.2017 00:00;04.11.2017;07.11.2017;1;1
Order_5376;2;2;6WC39786352832S;08.11.2017 00:00;08.11.2017;11.11.2017;2;2
Order_5377;1;2;7LK73983263016O;19.11.2017 00:00;19.11.2017;19.11.2017;1;1
Order_5378;1;2;2AX84712524036K;17.11.2017 00:00;17.11.2017;17.11.2017;5;5
Order_5379;9;2;10YB36468431387S;10.11.2017 00:00;10.11.2017;10.11.2017;1;1
Order_5379;10;2;1KL19010952510G;16.11.2017 00:00;16.11.2017;16.11.2017;4;4
Order_5380;3;2;8JS30309729935U;11.11.2017 00:00;11.11.2017;11.11.2017;1;1
Order_5381;1;2;6WC39786352832S;08.11.2017 00:00;08.11.2017;08.11.2017;2;2
Order_5382;1;2;7OQ53183371788O;15.11.2017 00:00;15.11.2017;15.11.2017;2;2
Order_5383;3;2;6ZD95507837814U;17.11.2017 00:00;17.11.2017;27.11.2017;1.85;1.85
Order_5384;3;2;9BB71218385038A;15.11.2017 00:00;15.11.2017;15.11.2017;1;1
