Part;Outlet;Inventory Qty;Costs;MOQ
10GQ79728560106Z;3;0;2.07;10
10GR59122083507R;3;8;1.6;10
10GU13847681578Q;3;0;4.84;10
10GU69438587461I;3;0;86.85;5
10GV68925463530M;3;6;70.61;5
10GW28051820095N;3;3;33.7;5
10GW79008630815Y;3;4;193.27;5
10GZ14757718937X;3;0;0.83;100
10HH87500576461I;3;3;2.48;10
10HJ34293324873B;3;0;1.86;10
10HO73201619706S;3;0;4.82;10
10HO74724370628Q;3;0;6.7;10
10HO89153741480X;3;0;27.6;5
10HR76322895924G;3;0;137.16;5
10HR92578286319A;3;1;12.74;5
10HS41266820340G;3;0;18.49;5
10HS76932481281N;3;0;40.99;5
10HV68699525208Z;3;5;412.28;5
10HY40144611345V;3;0;68.15;5
10IE23971949556T;3;0;1.7;10
10IG14500727594O;3;0;0.55;100
10IG99199366751J;3;7;8.66;10
10II32417452919N;3;0;33.84;5
10IL17433966861C;3;0;2.08;10
10IL81728767566S;3;4;30.27;5
10IM10003893476Z;3;4;5.84;10
10IM79753835961A;3;0;4.62;10
10IM87639623046G;3;0;3.51;10
10IN44765720354Q;3;0;1.12;10
10IU66626910995W;3;0;2.39;10
10IV93704759475H;3;81;0.98;100
10JB97474572672V;3;6;6.67;10
10JD91392306964T;3;0;4.26;10
10JE10758784406F;3;84;0.59;100
10JE24014313806I;3;3;3.06;10
10JE51694459767H;3;22;0.02;100
10JE57953910202E;3;0;15.24;5
10JF53094234333M;3;2;16.18;5
10JG68869323266S;3;0;1.51;10
10JG94996909866T;3;2;8.14;5
10JH38199547607E;3;0;13.06;5
10JI68615863417G;3;0;2.09;10
10JI75560824430E;3;0;29.67;5
10JN72622700755M;3;0;2.72;10
10JO34857060933Z;3;0;2.83;10
10JO44311619461H;3;0;0.23;100
10JP51725615771Z;3;7;34.43;5
10JQ37319839086K;3;0;2.11;10
10JR93643516244J;3;0;125.23;5
10JY97724208717P;3;2;644.15;5
10KB51720718938V;3;0;4.03;10
10KB74801784858Q;3;0;45.94;5
10KD42479842086F;3;0;20.57;5
10KG83762543240A;3;0;9.43;5
10KH79633067025U;3;3;55.58;5
10KI56527471039F;3;0;2.46;10
10KJ22802820061R;3;0;1.05;10
10KL78892852892B;3;0;405.21;5
10KM58621384818I;3;0;0.93;10
10KN41271205450V;3;0;87.28;5
10KO65132753123X;3;0;50.9;5
10KP39274303501L;3;6;147.44;5
10KP50949347206O;3;5;37.18;5
10KT54788604325Z;3;0;38.76;5
10KV67557837991N;3;52;0.45;100
10KW78568716770Q;3;12;1.53;10
10KX70570551177B;3;0;5.08;10
10KZ24752066093R;3;0;2.27;10
10LA92565810333A;3;7;71.74;5
10LC75738006482K;3;0;0.18;100
10LE49021895272O;3;0;15.58;5
10LH12604295773X;3;13;3.22;10
10LH17634368553Z;3;0;171.67;5
10LH92268883346C;3;3;17.2;5
10LL20818695336N;3;5;39.44;5
10LN51914804188E;3;4;2.6;10
10LO35657752577M;3;0;29.15;5
10LS59626510020Z;3;4;200.95;5
10LT38882262598Q;3;12;2.9;10
10LT48463510493N;3;0;10.23;10
10LW41165063591O;3;0;0.85;100
10LW48382013837U;3;0;0.93;10
10LX74000960617L;3;5;26.61;5
10LY19614516307B;3;9;1.92;10
10LZ39158065316F;3;4;16.93;5
10LZ90162796290T;3;1;39.47;5
10ME31481716959K;3;2;13.24;5
10MK16183368381P;3;5;0.92;10
10MK66232719455Q;3;0;6.36;10
10MK96512656991X;3;0;41.66;5
10ML53237208029G;3;0;3.97;10
10ML53473019455Y;3;0;8.85;10
10MN22181384090Y;3;0;3.79;10
10MR70554288457V;3;0;6.48;10
10MW74374547227C;3;0;83.9;5
10MX16607915518K;3;62;0.11;100
10MY88217293532S;3;0;220.01;5
10MZ23999099681R;3;0;3.48;10
10NA41619505890K;3;2;14.36;5
10NB67592250348D;3;3;3.32;10
10NC47647480592A;3;0;13.65;5
10NE65472638316W;3;13;0.91;10
10NH15409963966Y;3;0;0.27;100
10NL31855676287C;3;0;82.33;5
10NM13431821607X;3;2;89.14;5
10NM72748277452K;3;1;54.6;5
10NM88619966523F;3;4;15.54;5
10NO52714022800Y;3;0;0.11;100
10NR78871097578O;3;2;13.59;5
10NV44871530613Q;3;0;0.25;100
10NX81171331267E;3;6;1.28;10
10OA11073198319Y;3;0;0.08;100
10OA28833898142W;3;0;0.28;100
10OA61727074810W;3;0;1.87;10
10OC66922493857B;3;6;1.6;10
10OC82506385970Z;3;0;0.72;100
10OD57818576174M;3;2;0.65;100
10OH27336485685U;3;0;9.93;10
10OS27822236731Z;3;0;7.58;10
10OU22777016168D;3;0;11.98;5
10OU56468327943A;3;0;5.48;10
10OX58663201085V;3;0;7.46;10
10OX73987779947E;3;7;5.62;10
10OY75345772680W;3;0;33.42;5
10OZ30156472074X;3;3;85.71;5
10PA62492008035H;3;0;8.17;5
10PB27660167807H;3;0;0.53;100
10PC59329812565N;3;0;82.45;5
10PG20994916144A;3;7;1.69;10
10PG80972697326B;3;7;2.53;10
10PH84705743635F;3;0;8.27;5
10PI50156538924U;3;0;0.64;100
10PK16118799696C;3;0;6.55;10
10PK61588230309E;3;8;1.77;10
10PM41602458762L;3;0;0.18;100
10PN47506847308A;3;0;20.36;5
10PO12268059548X;3;0;78.15;5
10PO33561310004K;3;0;64.6;5
10PO64017094205J;3;0;14.41;5
10PT19932134453Q;3;0;19.9;5
10PV58719675351A;3;1;3.79;10
10PW32344678470L;3;0;0.1;100
10PW99364623525P;3;14;4.13;10
10QF32078151035Q;3;0;4.37;10
10QF80389628711V;3;2;20.98;5
10QG63107530938E;3;2;35.42;5
10QG65879020400Y;3;0;23.73;5
10QM12605708405P;3;6;36.14;5
10QN72190804772X;3;3;80.98;5
10QO68181828084P;3;0;16.96;5
10QR90366518415J;3;0;191.4;5
10QS87779494289Y;3;0;34.34;5
10QX37987446586J;3;0;52.99;5
10QZ41751855527T;3;0;0.09;100
10QZ77307619623H;3;0;0.12;100
10RD99932338196Z;3;0;902.02;5
10RE72913580989X;3;0;12.37;5
10RJ90824127570I;3;90;0.08;100
10RK65567019491I;3;0;12.7;5
10RK79594605910F;3;0;18.17;5
10RL16644136385X;3;0;2.85;10
10RO11515568407F;3;0;22.52;5
10RP50888643240K;3;5;47.12;5
10RR74995592997P;3;6;12;5
10RT51647935695P;3;0;124.49;5
10RW34352929275N;3;0;2.44;10
10SD29283198668Y;3;0;7.2;10
10SD38985169064V;3;0;81.77;5
10SD57041559448T;3;8;1.99;10
10SG29518148185L;3;0;167.58;5
10SJ83368805910Q;3;0;37.86;5
10SK62330571386L;3;0;31.78;5
10SK67635922101I;3;0;30.45;5
10SL53214179041M;3;0;41.14;5
10SO55529479938E;3;29;1.02;10
10SQ64244199915B;3;4;63.4;5
10ST52771910233D;3;0;11.04;5
10SV26491295868Z;3;0;1.25;10
10SV57763403438E;3;0;2.48;10
10SV81265250161C;3;0;118.94;5
10SY43074360613U;3;0;11.48;5
10SY90189633148K;3;1;28.33;5
10TB21766526518O;3;5;1.64;10
10TC52557647378J;3;8;18.45;5
10TE24642595742P;3;0;50.86;5
10TE56709595194Y;3;0;17.75;5
10TG19927844649D;3;0;126.57;5
10TH75356617946U;3;2;6.36;10
10TI44405233650T;3;7;3.09;10
10TJ57904043149N;3;0;54.33;5
10TL71903384351P;3;0;25.34;5
10TM94698177754V;3;0;10.51;5
10TN17620108301H;3;0;131.45;5
10TP45068009325W;3;0;227.03;5
10TQ89082108655Q;3;0;38.26;5
10TR37602489796O;3;0;0.83;100
10TS78017749664I;3;0;56.6;5
10TV21188193595L;3;3;1.2;10
10TV95825359061I;3;0;10.78;5
10TW43139181472X;3;12;2.41;10
10TX82022826768M;3;0;24.59;5
10TY73717019173I;3;0;25.85;5
10TY80636662411G;3;3;1.08;10
10UB64929721437G;3;0;3.46;10
10UB86192003279N;3;0;29.04;5
10UC99196139619M;3;0;15.27;5
10UH90201429912W;3;4;20.6;5
10UL55050498854F;3;0;4.3;10
10UN89355827811K;3;0;22.53;5
10UO45064045032O;3;0;110.21;5
10UO68143362297A;3;0;3.34;10
10UQ90372584898W;3;93;0.86;100
10US60361138182U;3;0;29.52;5
10UU83233832953K;3;2;14.27;5
10UV91265503659O;3;0;129.73;5
10UV94067646641Y;3;0;42.36;5
10UZ27817692540M;3;2;1.09;10
10VB51211941596U;3;0;171.39;5
10VC64304364880B;3;0;1.63;10
10VD19601828185J;3;3;25.07;5
10VD28317969001S;3;0;108.01;5
10VF79822867423P;3;0;3.09;10
10VH22729625030A;3;0;127.77;5
10VI78533646003S;3;0;28.87;5
10VJ26626506242O;3;0;1.7;10
10VM22156522188K;3;0;0.56;100
10VM24683933161F;3;0;8.97;5
10VP63835296652A;3;3;8.41;10
10VS41686785267S;3;0;0.9;10
10VS54454997223W;3;0;18;5
10VT22662961989J;3;3;303.19;5
10VT59937229755Z;3;0;54.74;5
10VU73245169842O;3;0;3.38;10
10VV59240642961G;3;0;271.86;5
10VX31462808193X;3;0;123.11;5
10VY78738363642L;3;0;39.71;5
10VZ28049578681A;3;5;22.8;5
10WA36607783292C;3;0;2191.34;5
10WC30001160744F;3;0;19.66;5
10WG13304865188X;3;0;96.16;5
10WG62109645874S;3;0;2.01;10
10WI67041043466C;3;0;100.31;5
10WI69895657735V;3;0;2.25;10
10WK67036373158U;3;0;550.12;5
10WO81438277218G;3;0;155.23;5
10WP90197008868K;3;0;6.72;10
10WQ37096980389H;3;0;7.35;10
10WQ75445564921W;3;3;81.13;5
10WR40033216293O;3;8;25.48;5
10WR71717579685Z;3;0;8.8;10
10WS94524997753N;3;0;4.58;10
10WV22389756553D;3;7;21.92;5
10WY87420500516F;3;0;11.28;5
10WZ83128818396T;3;4;1664.22;5
10XA42154049598L;3;2;36.39;5
10XD20991828425B;3;0;0.3;100
10XD82255200447C;3;0;1.3;10
10XF27131726628N;3;8;0.25;100
10XF68446136270E;3;0;274.47;5
10XI42197405740D;3;0;44.93;5
10XM83106354783N;3;0;37.66;5
10XO36661657344Y;3;0;40.49;5
10XP57233126038S;3;0;0.71;100
10XR64444601793W;3;3;32.29;5
10XV18995829395B;3;0;7.89;10
10YB36468431387S;3;5;28.79;5
10YB61879871020B;3;0;6.92;10
10YB88794724075Q;3;0;5.05;10
10YC49144994558D;3;0;34.69;5
10YD72608336689H;3;0;5.58;10
10YG30355631349J;3;0;4.5;10
10YH37862017219J;3;0;8.9;5
10YH57488169711O;3;6;4.88;10
10YJ89725952055Y;3;0;9.77;10
10YM53355506223V;3;0;153.38;5
10YM91622806389U;3;4;13.22;5
10YQ92017028871A;3;4;14.65;5
10YT17508815132C;3;0;8.78;10
10YT82889481521Q;3;0;428.06;5
10YU37273072255X;3;0;2.47;10
10YV26546964089E;3;0;208.28;5
10YV93930203716R;3;0;1.8;10
10YW74182240684X;3;53;0.08;100
10YY36815959665O;3;3;11.44;5
10ZA17117866375T;3;0;0.06;100
10ZC43065005021U;3;13;2.42;10
10ZC70707889132X;3;0;26.04;5
10ZG22912691709X;3;0;13.14;5
10ZK45551795302W;3;0;52.53;5
10ZO54932214270P;3;3;74.14;5
10ZO94134488839H;3;2;67.68;5
10ZQ82028048424G;3;0;4.2;10
10ZR59092498926S;3;0;12.96;5
10ZV17119521483A;3;0;62.52;5
10ZW43360473635Q;3;0;101.61;5
10ZX66473793827Z;3;0;440.05;5
10ZZ30908038682D;3;0;0.7;100
1AB28686735340P;3;0;43.13;5
1AF48336397393I;3;0;96.3;5
1AM73381948713X;3;0;0.96;10
1AO51912297813G;3;0;1.46;10
1AO97062654447K;3;5;21.82;5
1AR49442690403N;3;0;36.92;5
1AS55365459909W;3;0;68.72;5
1AT31554081751J;3;0;34.55;5
1AU76058220419P;3;7;3.16;10
1AY20017425833U;3;8;7.32;10
1AZ56284918414C;3;0;32.09;5
1BB62650532913H;3;0;42.27;5
1BF28284551308G;3;78;0.94;100
1BF86973562032F;3;0;8.07;5
1BI90801975543O;3;0;2.51;10
1BL48599197774B;3;81;0.18;100
1BM79138840728A;3;3;13.66;5
1BM79827909398I;3;0;2.44;10
1BN22520107632Z;3;0;25.31;5
1BO59373334036T;3;0;8.62;10
1BP12835128761U;3;0;2.66;10
1BP99933294630G;3;0;0.89;100
1BW66341037467O;3;0;24.79;5
1BX25667281868N;3;4;86.6;5
1BX83609760495E;3;0;24.51;5
1CF42523359419N;3;0;161.27;5
1CH48783617953Z;3;0;43.58;5
1CI10066018165D;3;5;9.84;5
1CK58745838068Q;3;1;5.62;10
1CL74946491008S;3;1;5.65;10
1CO81831736903P;3;0;8.01;10
1CP94192769864Z;3;0;15.51;5
1CS25886613177Z;3;11;9.96;10
1CS53070734333C;3;0;778.65;5
1CS66781579168V;3;0;321.93;5
1CW76427228295Y;3;0;18.75;5
1CW89653743862Y;3;0;0.74;100
1CY61637225902B;3;2;1.66;10
1DC49210121121D;3;3;0.95;100
1DE53073789922H;3;3;15.56;5
1DF91986478217Y;3;0;0.76;100
1DG12469563879Y;3;11;6.71;10
1DG20462042980V;3;0;9.7;10
1DG43142081066S;3;0;89.95;5
1DG96733490838O;3;0;2952.32;5
1DH43875610375B;3;0;11.99;5
1DJ49672163595R;3;9;2.46;10
1DJ75265962148H;3;0;0.2;100
1DJ99609868635P;3;2;1.81;10
1DK21127553856C;3;0;8.89;5
1DK89978918072Z;3;4;7;10
1DM98602582566S;3;0;1.56;10
1DQ97029909395I;3;3;4.45;10
1DS92137431940Q;3;0;13.74;5
1DT17589874146V;3;0;0.18;100
1DU82016744349T;3;0;0.78;100
1DW27798059277O;3;11;0.46;100
1DX23728240475N;3;5;16.91;5
1DX75613163835C;3;3;2.32;10
1DY89497728167F;3;0;6.34;10
1DZ63240681685D;3;0;372.63;5
1DZ90436647160I;3;4;779.49;5
1EA60958330207P;3;0;108.19;5
1ED40248828633A;3;9;8.92;5
1EE32687139121P;3;5;2.99;10
1EE38448925380V;3;0;53.16;5
1EE77922181920Z;3;0;4.02;10
1EF26744281105R;3;0;3.69;10
1EG67688139682E;3;0;72.47;5
1EI70948596770M;3;1;319.41;5
1EK39763558786L;3;6;2.03;10
1EK62947428108E;3;6;4.31;10
1EL96240715042Y;3;0;1.8;10
1EM62881652095E;3;0;50.66;5
1EO53208305058Q;3;0;32.28;5
1EO65771714770T;3;7;9.2;10
1EQ69698687774S;3;0;142.14;5
1EU99720230472Q;3;0;7.99;10
1EV46613883022J;3;0;3.28;10
1EX44303460189E;3;0;46.07;5
1EX59897637558J;3;0;3.94;10
1EY62731208297F;3;5;5.38;10
1EY84787225289L;3;0;1.04;10
1EY96711332989E;3;7;2.6;10
1EZ34038062234M;3;0;286.44;5
1FB10387721635K;3;6;1.93;10
1FC32488712902B;3;0;24.19;5
1FC60343542957E;3;0;0.94;100
1FC94241179506H;3;0;2.85;10
1FI96191977903C;3;5;2.86;10
1FJ13887174614S;3;0;7.25;10
1FK82811696218V;3;0;12.05;5
1FK96110567160J;3;0;33.6;5
1FL44652748324V;3;6;52.45;5
1FL73121272138J;3;0;170.16;5
1FM92523453410W;3;23;0.55;100
1FS38412646015L;3;3;3.02;10
1FV85528633564Y;3;3;1.33;10
1FZ63005015682S;3;5;97.2;5
1GA12946031066X;3;0;599.1;5
1GA36499955221T;3;0;19.15;5
1GC86811491179G;3;0;62.96;5
1GC95030029144V;3;0;3.76;10
1GD51326578685M;3;0;3.26;10
1GE17344698390N;3;11;8.86;10
1GE23341027219Z;3;0;20.44;5
1GF36571971146A;3;0;12.97;5
1GG60094220550N;3;0;1.89;10
1GN92957904696W;3;0;28.5;5
1GS42565579059S;3;0;11.82;5
1GT51973111863S;3;12;4.23;10
1GU11285650297B;3;0;2.97;10
1GV18919295192C;3;0;47.88;5
1GX80685281687S;3;4;1.36;10
1HD18452634876G;3;0;1.49;10
1HF66937523511V;3;0;10.09;5
1HF94051432058B;3;0;364.24;5
1HI21541496799K;3;0;23.18;5
1HK66471228864J;3;0;25.7;5
1HM42461337480J;3;0;2.62;10
1HR77474180149T;3;45;0.27;100
1HR89831206206D;3;0;0.78;100
1HX85359866033O;3;0;1.3;10
1HY79055437399W;3;0;2.19;10
1HZ97371829257P;3;0;36.4;5
1IB42136331511P;3;0;31.52;5
1ID64875605928P;3;0;7.35;10
1IK12685323192Q;3;0;13.69;5
1IK78704255138Y;3;0;58.05;5
1IR15651258344D;3;5;4.27;10
1IR18372436845G;3;0;21.44;5
1IS12631102156S;3;0;63.01;5
1IT15941884721L;3;5;7.79;10
1IT85511238592U;3;2;8.12;10
1IV22087616346C;3;0;2.78;10
1IV51087488610N;3;0;14.5;5
1IV63198806548Z;3;8;78.23;5
1IX36160580691H;3;0;32.7;5
1JC85151927059C;3;3;83.93;5
1JG72793125350M;3;7;1.48;10
1JI13124149446T;3;0;68;5
1JL96152958970W;3;1;50.2;5
1JN38205197645I;3;0;13.7;5
1JN80549940987W;3;4;26.16;5
1JP41893353971L;3;3;54.46;5
1JS94863996360G;3;0;6.3;10
1JT75336845400N;3;0;9.42;10
1JU14156419134Q;3;0;10.89;5
1JU67367335173S;3;0;13.99;5
1JV23406832367N;3;0;51.81;5
1JX31858369811M;3;0;13.19;5
1JX53937547749S;3;0;14.98;5
1KD92766951898M;3;0;1.08;10
1KH39405305524Q;3;0;296.76;5
1KI52714920524V;3;0;6.59;10
1KI96991272952T;3;4;8.68;10
1KL19010952510G;3;26;23.74;5
1KL30292975435X;3;0;10.54;5
1KM40225642648J;3;0;8.11;10
1KO40888160001G;3;8;5.31;10
1KR94724731689L;3;0;0.24;100
1KS52869503330S;3;0;589.05;5
1KV99272348967N;3;0;33.22;5
1LA53410557212W;3;6;93.17;5
1LD74254949638W;3;3;5.09;10
1LE26015025462C;3;3;24.11;5
1LG67651323538H;3;0;27.25;5
1LH68540153610A;3;4;51.29;5
1LI42225007355C;3;0;3.02;10
1LI60261626587A;3;0;50.71;5
1LJ57038197179E;3;5;41.07;5
1LK84688644615P;3;24;10.74;5
1LN27604256725U;3;0;0.45;100
1LN57464610921F;3;0;1086.58;5
1LO25754825611R;3;5;3.9;10
1LO66294265277A;3;0;21.07;5
1LP84281555030A;3;8;0.66;100
1LS17099228642S;3;7;10.37;5
1LS20326723627E;3;5;2.55;10
1LS46315160616F;3;0;2.27;10
1LS51070528634O;3;0;13.74;5
1LS78852467242K;3;67;0.3;100
1LT53862644713Y;3;2;3.59;10
1LT87586892963P;3;0;43.17;5
1LV32505918317D;3;0;184.73;5
1LW92816000449Q;3;0;393.19;5
1LZ71996111835C;3;0;0.01;100
1MB33762670568F;3;21;1.86;10
1MI72273631663D;3;38;0.67;100
1ML89295257739O;3;0;12.77;5
1MN72116486959O;3;0;13.59;5
1MO68549632684N;3;0;0.01;100
1MP56242357023I;3;0;25.02;5
1MR77923875250U;3;6;4.24;10
1MU91685156405Y;3;7;4.01;10
1MV74691834597C;3;0;11.82;5
1MW73051000580S;3;0;24.06;5
1MY46619296394B;3;0;110.56;5
1NA79155713572M;3;3;70.85;5
1NA91470861102G;3;0;18.85;5
1NC74408570575Z;3;0;11.4;5
1ND11428801930Q;3;0;36.61;5
1NG64639408645M;3;0;5.97;10
1NH50804429565N;3;3;112.83;5
1NI35167473073N;3;7;1.04;10
1NI38100440199L;3;0;0.72;100
1NI71928103155X;3;0;0.45;100
1NJ33418974570X;3;0;16.43;5
1NL88709939455R;3;6;1.23;10
1NP82751606145X;3;0;74.4;5
1NQ90708996524R;3;0;68.75;5
1NR57843819290K;3;3;51.51;5
1NT25925066063V;3;0;5.17;10
1NU20923381438M;3;0;25.71;5
1NV23858571917Q;3;0;3.5;10
1NV24915050927D;3;0;1.06;10
1NY59251632483R;3;0;1.32;10
1OB55584392727B;3;0;34.54;5
1OE35165723690R;3;0;24.99;5
1OI74008261583L;3;2;234.16;5
1OL48805972888M;3;0;19.8;5
1ON98504525203E;3;0;2.75;10
1OQ73050333416V;3;0;34.25;5
1OR24220471585Y;3;0;1.92;10
1OS30531905438D;3;3;5.4;10
1OT15169807043H;3;1;96.83;5
1OU28790501682T;3;0;86.39;5
1OV42637000791P;3;0;110.43;5
1PB97341258453M;3;0;77.54;5
1PE46932658199A;3;8;0.95;10
1PF19178015651G;3;4;37.55;5
1PG52613597520N;3;3;54.43;5
1PH27696390365U;3;0;52.5;5
1PH31651760580J;3;4;54.64;5
1PH50433169038B;3;2;3.74;10
1PI64087771329Q;3;0;75.38;5
1PI78991625168A;3;0;10.96;5
1PL34950442836N;3;0;10.77;5
1PM10580964790J;3;4;1.24;10
1PO37580954423V;3;0;36.62;5
1PR21621738945O;3;4;27.98;5
1PT36262953579J;3;0;0.94;10
1PY74212562624I;3;0;107.53;5
1PZ33755893827T;3;0;162.12;5
1PZ98905765080Z;3;0;13.62;5
1QC78533087597D;3;0;0.44;100
1QD23477265781E;3;9;1.16;10
1QE13406000916U;3;0;9.03;10
1QE30365213694K;3;0;52.67;5
1QE98113087887A;3;0;9.25;5
1QI35051462150W;3;0;33.82;5
1QJ74661681415Y;3;1;6.31;10
1QK40706183327M;3;0;1;100
1QK63828313418J;3;6;3.59;10
1QM33294014505B;3;0;1.67;10
1QM64243915178T;3;0;4.89;10
1QQ17385595358D;3;2;29.18;5
1QQ87687078729C;3;0;24.6;5
1QS38134942869H;3;0;0.12;100
1QV22738395929Q;3;3;6.68;10
1QX23211496295Y;3;6;1.49;10
1QX52560740545S;3;0;2.69;10
1QX64745766698B;3;2;4.94;10
1QX79257160105W;3;0;10.23;5
1RA94882815865C;3;0;17.33;5
1RF14472946601J;3;4;1.39;10
1RF35852251884F;3;0;9.83;5
1RJ62441664017N;3;0;15.7;5
1RL82484233666K;3;0;4.91;10
1RM79564618424Y;3;0;5.38;10
1RN19397279877R;3;0;130.98;5
1RO26829961089V;3;0;13.61;5
1RO50567482486H;3;0;1.25;10
1RP17331562853F;3;0;47.87;5
1RP36835917529S;3;0;12.05;5
1RQ35754921225V;3;8;0.36;100
1RR78352699298W;3;0;10.72;5
1RT95510120684I;3;2;11.87;5
1RU69363915794G;3;0;15.18;5
1RW19589550311P;3;6;24.31;5
1RX11362075823L;3;0;55.33;5
1RX97644869676E;3;4;10.25;10
1RZ24895302286J;3;1;15.63;5
1RZ49795101609Y;3;4;39.15;5
1SA45362742351N;3;6;5.64;10
1SE89430481151T;3;12;2.88;10
1SJ12721858811B;3;0;80.54;5
1SJ43294476936V;3;10;8.79;10
1SJ45703072239M;3;0;28.58;5
1SK80664289244F;3;6;3.57;10
1SN10881004955O;3;0;4.73;10
1SN78264344412Z;3;0;97.01;5
1SO15928211031S;3;1;83.11;5
1SO67858856043D;3;0;4.95;10
1SR12806427770H;3;0;369.54;5
1SR39042498256D;3;8;2.95;10
1SW49581445603M;3;0;15.69;5
1SY43742140078Z;3;7;29.53;5
1TB12674976815P;3;4;1.07;10
1TD31007835037F;3;0;30.55;5
1TE22420242955B;3;4;8.92;10
1TF10496088754D;3;0;11.01;5
1TJ59702511087U;3;0;20.86;5
1TK35499310558F;3;0;2.27;10
1TK91570097972O;3;0;5.5;10
1TU79424334410P;3;0;496.66;5
1TX82650064791O;3;0;216.7;5
1TY67989103117J;3;0;5.2;10
1TZ96805020337G;3;0;20.29;5
1UD60654346560H;3;0;2.66;10
1UF61058537652N;3;0;8.12;10
1UI37229136403H;3;3;4.52;10
1UM16895443677V;3;0;4.02;10
1UM68719027435Y;3;0;39.47;5
1UN45677188555F;3;0;50.75;5
1UO16889985553Z;3;0;3.04;10
1UP81651084094Y;3;12;4.22;10
1UR70141023666L;3;13;5.46;10
1UY99988115496W;3;1;10.99;5
1UZ62471649914V;3;10;0;100
1VB54114202246P;3;0;2.83;10
1VC35022819251I;3;0;55.05;5
1VC60826050101N;3;4;12.05;5
1VF23842695007R;3;0;9.32;5
1VF92629209616M;3;0;3.6;10
1VI10776866795W;3;0;99.63;5
1VJ85588072071K;3;3;1.05;10
1VL76462142375H;3;0;8.94;10
1VL89030280166B;3;0;0;100
1VM13314630703V;3;0;696.76;5
1VN44232150123H;3;0;78.54;5
1VQ85624052442E;3;0;2.77;10
1VR90450359561B;3;0;1.92;10
1VS81180360299M;3;0;16.76;5
1VU55049496109B;3;0;52.57;5
1VW17007070074C;3;0;24.88;5
1VX46761946849T;3;19;0.64;100
1VZ76872435114W;3;0;19.74;5
1VZ98865734143C;3;0;11.56;5
1WC15902794268V;3;0;17.69;5
1WC56423426220S;3;0;15.8;5
1WF42780785148M;3;0;0;100
1WI76326335572E;3;0;12.69;5
1WK19207336560Z;3;0;57.43;5
1WN10784658063S;3;42;0.92;100
1WN68485897053X;3;0;317.74;5
1WO65845031222J;3;0;66.33;5
1WO89078341632W;3;3;14.59;5
1WQ14414736054M;3;0;1.24;10
1WR65226980066E;3;0;16.84;5
1WV25431993334V;3;0;222.06;5
1WX30120195736A;3;2;16.67;5
1WX51820184514O;3;0;3.88;10
1XA99462431918K;3;7;9.14;5
1XH21899078347A;3;0;36.35;5
1XJ12480500359H;3;0;51.45;5
1XL10199561224K;3;0;5.33;10
1XM22361425967S;3;0;10.64;5
1XO64175545254N;3;0;3.85;10
1XP69957628198I;3;0;24.94;5
1XS50656500510Z;3;0;1.79;10
1XU88594750360X;3;0;19.62;5
1YC26934924063J;3;0;2.11;10
1YC36943971195X;3;2;31.12;5
1YC78469992640O;3;0;19.48;5
1YD67696042978O;3;0;12.88;5
1YD78115464386V;3;0;13.78;5
1YE65414192713T;3;25;4.4;10
1YE87654728739T;3;2;10.12;5
1YE96012650822B;3;4;14.98;5
1YG85801556577S;3;0;163.38;5
1YH38996350427P;3;2;10.32;5
1YH65099569447R;3;0;45.99;5
1YM69823410967I;3;0;8.24;10
1YN18609486453L;3;0;15.56;5
1YN66573414879H;3;0;4.37;10
1YP68482384138T;3;0;12.37;5
1YR89399412664E;3;0;10.42;5
1YT32494466695P;3;0;7.09;10
1YU21358057891D;3;11;5.39;10
1YU31771581727I;3;1;3.01;10
1YX10186952749P;3;0;1.13;10
1YX93874380696W;3;0;84.95;5
1YY53808675709J;3;0;83.62;5
1ZA20117064655V;3;0;20.93;5
1ZC35052490650R;3;0;0.07;100
1ZD18492181984N;3;0;0.56;100
1ZD50994394279Q;3;2;11.88;5
1ZE48092510400K;3;3;48.36;5
1ZG24050685369A;3;0;16.37;5
1ZH44909801018J;3;0;22.78;5
1ZJ54169792849I;3;10;1.6;10
1ZK43075425319S;3;0;874.24;5
1ZN65039779693V;3;0;32.47;5
1ZP28896264361L;3;0;45.63;5
1ZP47609928938K;3;0;463.69;5
1ZS58606306039I;3;0;157.56;5
1ZV68217703910Y;3;3;4.61;10
1ZW48758170858I;3;0;15.03;5
1ZW73802649560V;3;0;147.26;5
1ZY17319595766Z;3;0;1.6;10
2AA42941300913G;3;0;8.53;10
2AA80688898884B;3;0;1275.36;5
2AD17807387855L;3;0;6.26;10
2AE75543801351K;3;0;11.17;5
2AH53346521680R;3;0;55.22;5
2AI40812123918R;3;0;38.9;5
2AM35467610888W;3;0;415.19;5
2AO36783855679F;3;4;56.35;5
2AO57210497605F;3;0;7.1;10
2AP56519273370I;3;0;6.61;10
2AQ32127476967D;3;10;5.11;10
2AT24111880713K;3;4;83.38;5
2AU71653355149D;3;0;26.99;5
2AW49169680252Z;3;0;34.29;5
2AX84712524036K;3;3;12.98;5
2AZ30338330106S;3;0;22.74;5
2BB60562108245N;3;0;193.12;5
2BE43000947933U;3;0;18.67;5
2BE85669145389W;3;6;0.32;100
2BF38668539536Y;3;0;78.13;5
2BG10066475388P;3;0;12.56;5
2BG46134322584G;3;3;34.81;5
2BI64479246991W;3;0;9.46;10
2BM46640385038Y;3;0;58.6;5
2BM79422931104G;3;2;24.4;5
2BO11094074823A;3;3;1.53;10
2BR16641771980P;3;0;65.22;5
2BR21787962253U;3;0;1.59;10
